,jk,job_title,job_description
515,jk=df0ea77425a455a9,RURAL CARR ASSOC/SRV REG RTE,"United States Postal Service
External Publication for Job Posting 10782307

If this job requires qualification on an examination, the number of applicants who will be invited to take or retake the

examination may be limited.

Branch

New York 3 District

Job Posting Period

12/31/2021 - 01/04/2022

This job has an exam requirement. Currently, applicants for this posting who do not yet have an exam score are being

invited to take the exam. Examining will continue until capacity has been reached.

Job Title

RURAL CARR ASSOC/SRV REG RTE

Facility Location

DELHI PO

8 COURT ST

DELHI, NY 13753

CONTACT INFORMATION: Carl Morganstern | carl.b.morganstern@usps.gov | (607) 746-2256 | POSTMASTER 18 (B)

Position Information

Title: RURAL CARR ASSOC/SRV REG RTE

FLSA Designation: Non-Exempt

Occupation Code: 2325-07XX

Non-Scheduled Days: VARIES

Hours: VARIES

RCAs must be available to work on an as needed basis.

DRIVING REQUIRED: Applicants must have a valid state driver’s license, a safe driving record, and at least two years of
unsupervised experience driving passenger cars or larger. The driving must have taken place in the U.S. or its possessions

or territories or in U.S. military installations worldwide.

*A personal vehicle suitable for use may be required for this position*

BENEFIT INFORMATION:

This is a non-career position, which may lead to a career position. RCAs are immediately eligible to enroll in the USPS Health

Benefits Plan with a Postal Service premium contribution. After completing one year without a break in service of more than 5

days, RCAs may also be eligible for: health insurance under the Federal Employees Health Benefits Program (FEHB); dental

and vision insurance through the Federal Employees Dental and Vision Insurance Program (FEDVIP); flexible spending

accounts program through FSAFEDS and long term care insurance through the Federal Long Term Care Insurance Program

(FLTCIP). May receive Wounded Warrior leave provided eligibility criteria are met.
SALARY RANGE: $19.06 per hour paid bi-weekly

FINANCE NUMBER: 352165

Persons Eligible to Apply

All U.S. Citizens, lawful permanent resident aliens, citizens of American Samoa or other territory owing permanent allegiance

to the United States. Applicants entitled to veterans’ preference and/or covered by the Veterans Employment Opportunity
Act may apply for any posted position. Applicants must apply online at www.usps.com/careers to be considered for this

employment opportunity. You must have a valid email address to apply as communication regarding employment

opportunities, examinations (when applicable), and background checks will be sent by email. Please add the following email

domain addresses to your contact list to allow all correspondence to be received - @usps.gov; @jobtryout.net;

@psionline.com; @geninfo.com; @uspis.gov. EXAM: If an exam is required and you are invited to take the test, instructions

regarding the exam process will be sent to you via email. Please ensure you can receive email messages from our test

vendor and follow instructions carefully so you can be considered for this employment opportunity. SCREENINGS: You may

receive multiple requests for background checks in regards to this employment opportunity. Respond to all requests quickly

as we anticipate filling our vacancies quickly and nonresponses may result in disqualification for this opportunity.

Background Check

The Inspection Service criminal background check is conducted using United States information resources only (e.g., FBI
fingerprint check, state and county checks). A criminal background check involves a 5-year inquiry for any location where
the individual has resided, worked or gone to school within the United States or its territories. As a result of this limitation,
the criminal background checks of individuals who have not resided in the United States or its territories for the preceding
5-years may not be considered complete. The Inspection Service may be able to process inquiries for U.S. Citizens only,
but only if their time spent out of the country was spent as: a trailing spouse or dependent of someone working for the U.S.
government (military or civilian), a missionary, a student attending school in a foreign country, a Peace Corps participant, or
as an employee of a U.S.-based employer/company. If the Inspection Service is unable to perform a complete background
check because of residency outside the United States, such individuals will be ineligible for Postal employment.

Functional Purpose

Cases, delivers, and collects mail along a prescribed rural route using a vehicle; provides customers on the route with a

variety of services.

DUTIES AND RESPONSIBILITIES

1. Sorts mail in delivery sequence for the assigned route.

2. Receives and signs for accountable mail.

3. Loads mail in vehicle.

4. Delivers mail to customers along a prescribed route and on a regular schedule by a vehicle; collects monies and receipts

for accountable mail; picks up mail from customers' roadside boxes.

5. Sells stamps, stamped paper and money orders; accepts C.O.D., registered, certified, and insured mail and parcel post;

furnishes routine information concerning postal matters and provides requested forms to customer.

6. Returns mail collected, undeliverable mail, and submits monies and receipts to post office.

7. Prepares mail for forwarding amd maintains records of change of address information.

8. Prepares a daily trip report and maintains a list of the customers on the route.

9. Conducts special surveys when required.

10. Maintains an inventory of stamps and stamped paper as needed to provide service to customers on the route.

11. Provides for mail security at all times.

Rural Carrier Associates are non-career employees who provide customers along a rural route a variety of services including

delivering and collecting mail and selling stamps, supplies and money orders. Desirable candidates may be required to have

a vehicle suitable for use and live within easy commuting distance of the facility location.
The job is physically demanding. Work is performed indoors and outdoors in all types of weather. Carriers may be required

to load and unload trays and containers of mail and parcels weighing as much as 70 pounds. Work is available usually on

Saturdays, then on an as needed basis to cover the absence of the carrier.

SUPERVISION

Manager, Customer Services; Supervisor, Customer Services; or Postmaster

The United States Postal Service has the following excellent and challenging employment opportunity for highly motivated
and innovative individuals. Successful candidates must demonstrate through a combination of education, training, and
experience the following requirements:

Requirements

1. DOCUMENT DATE: March 16, 2019

FUNCTION

Cases, delivers and collects mail along a prescribed rural route using a vehicle; provides customers on the route with a

variety of services.

DESCRIPTION OF WORK

See the Standard Position Description for the Occupation Code given above.

REQUIREMENTS

There are no separately evaluated knowledge, skill, or ability requirements for this position.

EXAMINATION REQUIREMENTS

Applicants must successfully complete the Virtual Entry Assessment – MC (474).

TRAINING/EXAMINATION REQUIREMENTS

Individuals who qualify and are selected under this standard will be required to complete prescribed training satisfactory to

demonstrate, through testing and/or practical demonstration, possession of knowledge, skills and abilities (KSAs) required for

the job. Failure to demonstrate any KSA is disqualifying. KSAs include Postal Service driving policies, safe driving practices,

and skills associated with specific job duties.

PHYSICAL REQUIREMENTS

Applicants must be physically able to efficiently perform the duties of this position, which require arduous exertion involving

prolonged standing, walking, bending and reaching, and may involve handling heavy containers of mail weighing up to the

allowable maximum mailing weight.

ADDITIONAL PROVISIONS

Rural Carriers are required to provide service to the public. They must maintain a neat and professional appearance and

demeanor in such interactions.

Applicants must have a valid state driver's license and demonstrate and maintain a safe driving record.

Qualified applicants must successfully pass a pre-employment drug screening to meet the U.S. Postal Service's requirement

to be drug free. Applicants must also be a U.S. citizen or have permanent resident alien status.

Qualified applicants must successfully pass a pre-employment drug screening to meet the U.S. Postal Service's requirement
to be drug free. Applicants must also be a U.S. citizen or have permanent resident alien status.
IMPORTANT INFORMATION:

Applications must be submitted by 11:59 p.m., Central Time, of the posting's closing date. Applicants claiming veterans'
preference must attach a copy of member copy 4 (only) of Certificate of Release or Discharge from Active Duty (DD Form
214) or other proof of eligibility if claiming 10-point veterans' preference. The United States Postal Service (USPS) is an
equal opportunity employer. The USPS provides reasonable accommodation for any part of the application, interview, and/or
selection process, please make your request to the examiner, selecting official or local manager of Human Resources. This
request can also be made by someone on your behalf. Explain the nature of your limitations and the accommodation
needed. The decision on granting reasonable accommodation will be on a case-by-case basis.

SPECIAL NOTE: Current career Postal Service employees are ineligible to apply to this posting."
516,jk=bd052f09e6e67c37,Host,"We are seeking passionate, full-time Hosts to join our growing team!
We offer great benefits:

PTO (paid time off)
Health Care Coverage
Company covers 50% of the total premium cost!
Commuter benefits
Immediately upon hire!
401K
Matching up to 4%!

Ideal candidates possess:

Previous host experience in a high volume environment
A passion for hospitality and food and beverage
Working knowledge of Resy/OpenTable
Open availability

La Pecora Bianca is a proud Equal Opportunity Employer.
More detail about La Pecora Bianca - Midtown part of La Pecora Bianca"
517,jk=5018b513eb4f7a89,Patient Care Technician- Central Patient Transport,"About NYC Health + Hospitals

Kings County Hospital Center has a rich legacy for its pioneering role in medicine. Today, with over 625 beds, our hospital remains on the cutting edge of technology and provides the most modern procedures with state-of-the-art equipment. Built in 1831 as a one room infirmary for publicly supported care of the sick, Kings County Hospital Center continues to be a leading healthcare facility whose mission is to provide care to everyone regardless of their ability to pay. The hospital provides a wide range of health services, and specialties are offered in all fields of modern medicine. More than 200 clinics provide a wide array of ambulatory care services.

Job Description

SHIFT: ROTATING (Part-Time)
PURPOSE OF POSITION
Escorts or transports patients within facility. Records patient movement in log sheets and as required.
Picks-up and delivers materials and equipment. Assists in performing related routine clerical duties or duties related to specialty areas of assignment.
AREAS OF RESPONSIBILITIES
Throughout the facility as assigned and or required.
SUMMARY OF DUTIES AND RESPONSIBILITIES
Cleans, maintains and operates transport equipment and operates elevators to move or escort patients/visitors to and from various hospital areas, as directed, following established operating policies and procedures.
Receives formal hand-off instruction / direction upon pick-up and provides formal hand-off report at destination.
Reports any changes in patient status/condition during transport.
Removes and reports defective equipment to supervisor or designated location
Assists clinical staff with lifting and moving patients for transfer and transport.
Ensures I.V. and oxygen tanks are handled, set-up and operating according to established procedures and orders.
Cleans transportation equipment according to Infection Control protocols.
Evaluates patient readiness for transport and need for appropriate equipment and ensures that equipment is ready and available.
Recognizes cardio-pulmonary distress symptoms, sends for code team and provides interim basic life support for airway management and cardiac arrests until code team arrives.
Uses patient transport log sheet or computer program / software to record patient transport information; assignment acceptance, status update and closure.
Picks-up and delivers materials, medication, specimens and equipment, as directed, to various offices and departments within the Hospital according to related operating policies and procedures.
Performs related duties, as required.
Minimum Qualifications

Graduation from elementary school.
Successful completion of a basic skill training program for Nurse's Aides, or its equivalent.
Department Preferences

Heart Saver or equivalent certification preferred.
High School Diploma or equivalent, required.
Demonstrated Knowledge of patient transfer / transport techniques, and related body mechanics.
Knowledge of basic related Safety and
Infection Control policies and practices. Ability to communicate effectively.
Hoyer lift and other lifting devices, wheelchair, stretcher, bed, stretcher-bed and morgue gurney.
Ability to utilize electronic technology for data input and tracking.
How To Apply

Please be advised that proof of Covid-19 vaccination is required prior to hire.
If you wish to apply for this position, please apply online by clicking the ""Apply Now"" button."
518,jk=dbeaf8d47c7aea51,Team Member - 33rd And 7th,"Team Member

Summary

Reporting to the General Manager, the Team Member provides front-line service to Sbarro guests in an enthusiastic, friendly, outgoing, clean and safe manner. While each team member is hired for a primary position (such as Server / Cashier, Pizza Maker, Steam Cook / Prep, Dishwasher), due to sales volume fluctuations in any given restaurant and the various station responsibilities, each team member may be asked to assist in fulfilling other position duties. It is desirable that each Team Member be cross-trained in each duty.

Essential Duties &amp; Responsibilities

Server / Cashier

Must serve customers within their assigned station, following prescribed methods and within prescribed standards for guest service. This includes greeting, enhancing sales through purchase suggestions to customers, proper serving procedure, checking for guest satisfaction in accordance with the standards established for guest satisfaction and recipe compliance
Maintains product knowledge, knows the ingredients, presentation, price of all menu items and specials
Receives payment for all transactions following prescribed methods and with prescribed standards for guest service
Follows all required procedures outlined in cash handling policy
Demonstrates full working knowledge of point-of-sale register system
Completes cleaning and stocking duties in accordance with the appropriate daily operating procedure
Practices food safety and sanitation standards required of foodservice establishments
Follows established cost control systems, including employee food policy and waste guidelines
Assists other team members when required
Responsible for the proper use of gloves, utensils and portion size of each item, temperature of hot food and the attractive presentation of all food
Communicates in a timely manner with the co-workers and management regarding the amount of food on hand and its quality
Assists other team members when required
Other duties as assigned

Pizza Maker

Prepare all food products in accordance with the specifications outlined in the Recipe Manual and Recipe Cards while utilizing predetermined safety and sanitary procedures
Appropriately judges the volume of sales in relationship to pizza preparation and production
Communicates in a timely manner with the co-workers and management regarding the amount of food on hand and its quality
Completes cleaning and stocking duties in accordance with the appropriate daily operating procedure
Practices food safety and sanitation standards required of foodservice establishments
Follows established food safety time and temperature controls and cost control systems, including employee food policy and waste guidelines
Serves customers within their assigned station, following prescribed methods and within prescribed standards for guest service. This includes greeting, enhancing sales through purchase suggestions to customers, proper serving procedure, checking for guest satisfaction in accordance with the standards established for guest satisfaction and recipe compliance
Maintains product knowledge, knows the ingredients, presentation, price of all menu items and specials
Responsible for the proper use of equipment, gloves, utensils and portion size of each item, temperature of hot food and the attractive presentation of all food
Assists other team members when required
Other duties as assigned

Steam Cook / Prep

Prepares all food products in accordance with the specifications outlined in the Recipe Manual and Recipe Cards while utilizing predetermined safety and sanitary procedures
Operates all station preparatory equipment in a safe and sanitary manner (i.e., knives, steam cooker, dough machine, pizza oven, stove etc.)
Functions independently to prepare adequate product according to predetermined production schedules or requirements
Correctly maintains all displayed steam table items according to Recipe Manual and Product Cards while maintaining local health requirements
Correctly rotates all new and prepared products in a FIFO (first-in, first-out) manner
Follows established food safety time and temperature controls and cost control systems, including employee food policy and waste guidelines
Responsible for the proper use of equipment, gloves, utensils and portion size of each item, temperature of hot food/cold food and the attractive presentation of all food
Serves customers within their assigned station, following prescribed methods and within prescribed standards for guest service. This includes greeting, enhancing sales through purchase suggestions to customers, proper serving procedure, checking for guest satisfaction in accordance with the standards established for guest satisfaction and recipe compliance
Maintains product knowledge, knows the ingredients, presentation, price of all menu items and specials
Assists other team members when required
Other duties as assigned

Dishwasher

Maintains sink area, dining room tables and seating, floors, service stations, restrooms and trash receptacles, including doors, shelves and racks in a clean and sanitized manner in accordance with restaurant procedures and standards
Cleans and sanitizes all restaurants’ trays, pots, pans, pans and other utensils, with the exception of knives using prescribed methods and procedures
May be required to wash, clean and sanitize restaurant storage areas including walk-in freezers and refrigerator using prescribed methods and procedures
Serves customers on an as needed basis within their assigned station, following prescribed methods and within prescribed standards for guest service. This includes greeting, serving procedures, checking for guest satisfaction in accordance with the standards
Completes cleaning and stocking duties in accordance with appropriate operating procedures
Assists other team members when required
Other duties as assigned


Team Member
Qualifications

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions where accommodations do not present an undue hardship to the company.
Ability to follow all health and safety laws, policies and procedures

Ability to deliver food orders within specified time goals

Prolonged periods of standing, walking, bending and stooping

Able to lift 50 pounds

Able to effectively and safely use kitchen knives

Adequate command of English language including understanding, speaking, reading and writing

Basic mathematical skills for accurate cash handling
Other Requirements
Outgoing, enthusiastic, willing to serve the public in a positive manner

Able to arrive to work on time

Able to work in a cooperative manner with the other team members and management staff

Ability to handle stressful situations in a calm, pleasant attitude

Ability to manage multiple tasks
Employment Standards


Employees must be at least 16 years of age and possess all documents and permits required by law

Employees under the age of 18 are prohibited from using any machines, equipment, or tools prohibited by law

Previous restaurant experience is helpful but not required


Recommended Skills
Food Services Sales Restaurant Operation Recipes Cost Controling Sanitation
Get job alerts by email. Sign up now!

Job Snapshot
Employee Type
Full-Time/Part-Time
Street Address
159 West 33rd Street
Location
New York, NY
Job Type
Restaurant - Food Service, Other
Experience
Not Specified
Date Posted
12/21/2021"
519,jk=c45ea8fb7c61ddc4,NYS Real Estate Agent - Free Training,"We are looking to interview and hire individuals to join our real estate team and be mentored and coached by our top producing agents. Our agents will teach you everything that’s got them to succeed. Upon starting you will be placed on a team as a junior agent, once you have done a few deals your commission structure will increase once we see that you can handle everything on your own and you’re well rounded we will help you build your own team OR if you aren’t new to the business of real estate and have experience meaning you don’t need training or help you are welcome to come onboard, we will give you clients and listings.This can be a very lucrative career for the right individual. We are a small company that focuses on training. We have 40 EXCLUSIVE BUILDINGS in the most expensive parts of Manhattan. Advertising is FREE and the company paid. We get about 200-400 inquiries a day because we have the most desired buildings in the East village, West Village, Greenwich Village, SoHo, LES, and we have some uptown as well!Your job and duties: We will give you clients and you will meet them and show them apartments.You will view apartments throughout the city.You will meet owners and discuss with them their needs to find a tenant or to sell their apartment.Who are we looking for?Someone who is passionate and ambitious.We want someone who is willing to go above and beyond to do well.An individual who will work hard.Someone who can be sociable and talk to clients.If you have the drive and are sociable we will train you to do well. Contact us now for more details! Please send us a resume or tell us a little about yourself.Job Type: Full-timePay: $8,000.00 - $20,000.00 per monthSchedule:Monday to FridayWeekend availabilityCOVID-19 considerations:1. Remote interview process.2. Social distancing guidelines in place.3. Sanitizing, disinfecting, or cleaning procedures in place.4. We have masks and sanitizers available.Experience:Sales: 1 year (Preferred)License/Certification:Real Estate License (Preferred)Work Location: Multiple Locations"
520,jk=4a64c19002b2d9d0,"Nurse Practitioner, 00032390 (Q)","About NYC Health + Hospitals

Queens Hospital Center is making good on its promise to the people of southeastern and central Queens to maximize both patient convenience and positive clinical outcomes. Residents of Queens can count on the delivery of quality medical care right in their own borough. In 2002 the hospital opened a state-of-the-art, 261-bed facility that includes the Queens Cancer Center, the first comprehensive cancer treatment center in the borough.

Job Description

1. Provides continuous comprehensive medical and nursing care, including preventive and supportive health care services to patients and families.
2. Manages health problems and coordinates health care for various patient populations. Identifies and diagnoses illnesses and physical conditions, and implements therapeutic and corrective measures.
3. Consistent with the established nursing practice, differentiates between normal and abnormal findings in the screening process to detect changes in health status that require physician’s intervention.
4. Develops and maintains partnerships with community-based organizations and makes referrals to consulting physicians and/or other health care professionals and community agencies, as necessary.
5. Evaluates and interprets patient data, in order to plan and implement appropriate nursing interventions.
6. Consults with physicians and other health care practitioners in the evaluation of health screening findings to make prospective decisions about treatment that will best support improved outcomes and patient satisfaction.
7. Formulates differential diagnosis and the plan of care based on medical history, physical exams, nursing assessment and other pertinent information. Identifies health and medical risks and needs.
8. Develops, implements, and evaluates patient plan of care. Determines effectiveness and modifies as per clinical standards and practice protocols, where needed, to achieve medical and health goals.
9. Orders, conducts, and interprets diagnostic and laboratory tests. Identifies and may prescribe appropriate pharmacological and non-pharmacological interventions and therapies.
10. Manages a patient session schedule allowing for both scheduled and non-emergent unscheduled visits; maintains a work schedule that ensures availability and continuity of care; ensures optimal availability and utilization of appropriate resources.
11. Provides education, guidance, and direction to nursing staff and other members of the health care team to ensure quality and safe medical and nursing care is provided.
12. Provides education and counseling to patients and families regarding health status, treatment and progress, medication management, disease prevention and health promotion, records and maintains a system of relevant documentation.
13. Participates in internal/external quality assurance/performance improvement (QA/PI) activities, programs, and training, as required.
14. Performs other related duties, as directed.

Minimum Qualifications

1. A valid New York State license and current registration to practice as a Registered Professional Nurse; and
2. Current certificate as a Nurse Practitioner issued by the New York State Department of Education
(NYSED); and
3. A current certification issued by the State Education Department to prescribe medication.

How To Apply

Please be advised that proof of Covid-19 vaccination is required prior to hire.
If you wish to apply for this position, please apply online at employment.nychhc.org."
521,jk=d8844013edc5786f,MSDynamics_CE,"Role: MS Dynamics CE Business Analyst.
Location: Malvern, PA / Charlotte, NC.
Full Time.
Technical/Functional Skills:
Strong Capital Markets/Wealth Management knowledge and MS Dynamics 365 CE experience.
Experience with Dynamics 365 CE security model, configuration, high level data model.
Strong Digital experience.
Roles and Responsibilities:
Requirement gathering and Analysis.
Facilitating the review and approval of requirements from all stakeholders.
Facilitating and participation in design discussion and workshops.
Writing user stories, conducting grooming sessions and story walkthroughs.
Providing first sign-off on the development post Dev testing.
Giving demo to the Product Owner and other stakeholders for final sign-off.
Support UAT, SIT and Production.
Collaborating with partner system BAs and other stakeholders- Stakeholder Management.
Preparation of use case diagrams, UMLs, Sequence diagrams, Visio flows.
Be the interface between the business, the customers, and their product related needs on one side, and the Team on the other.
Buffer the Team from feature and bug-fix requests that come from many sources, and is the single point of contact for all questions about product requirements for the team.
Act as proxy Product Owner.
Work closely with the team to define the user-facing and technical requirements, to document the requirements as needed, and to determine the order of their implementation.
Impacts analysis of change requests on the existing business flows.
Help the POs decide the fitment of those change requests into existing business flows without additional development effort."
522,jk=4ef464dd28fd363a,Host,"We are seeking passionate, full-time Hosts to join our growing team!
We offer great benefits:

PTO (paid time off)
Health Care Coverage
Company covers 50% of the total premium cost!
Commuter benefits
Immediately upon hire!
401K
Matching up to 4%!

Ideal candidates possess:

Previous host experience in a high volume environment
A passion for hospitality and food and beverage
Working knowledge of Resy/OpenTable
Open availability

La Pecora Bianca is a proud Equal Opportunity Employer.
More detail about La Pecora Bianca - Bryant Park part of La Pecora Bianca"
523,jk=68ca851ed8277e39,Food Runner,"We are seeking passionate, full-time Food Runners to join our growing team!
We offer great benefits:

PTO (paid time off)
Health Care Coverage
Company covers 50% of the total premium cost!
Commuter benefits
Immediately upon hire!
401K
Matching up to 4%!

Ideal candidates possess:

Previous bussing/running experience in a high volume environment
A passion for hospitality and food and beverage
Open availability

La Pecora Bianca is a proud Equal Opportunity Employer.
More detail about La Pecora Bianca - Bryant Park part of La Pecora Bianca"
524,jk=434e75838868123e,"Relationship Banker - Newport Center Financial Center - Jersey City, NJ","Job Description:
At Bank of America, we handle the finances of over 67 million client relationships every day, including helping them save, borrow and invest for today and for their future. We stand by our clients each and every day giving them the power to realize their personal financial goals and help make their financial lives better. If you join our team, we’ll count on you to care for, advise and guide our clients when they need us most – whether they’re just starting out, buying a home, building a family or planning for retirement.

We’re looking for the next generation of Relationship Bankers - those with a passion for growing a long-term career, building relationships and working with a team of client professionals in one of over 4,000 locations nationwide. The Relationship Banker role is meant for those looking to make a real impact and build a career in financial services. The role is ideal for those who have a passion to engage and educate clients with our industry leading digital banking solutions. As a Relationship Banker, you’ll introduce clients to the various high-tech and high-touch choices they have to do their banking in ways that are most convenient for them.

From day one, you’ll receive training from our award-winning Academy at Bank of America, including hands-on practice, personalized coaching and dedicated support throughout your on-boarding experience. With demonstrated success, you’ll have the opportunity to advance into roles as a Relationship Manager, Financial Advisor, Financial Center Operations Manager or Financial Center Manager – with unlimited opportunity to grow throughout the company. The Academy will support you with dedicated programs, tools and resources throughout your career journey.

We’ll help you
Build a successful career at Bank of America through world-class training and on-boarding programs that set you up for success.Grow in your current role through one-on-one coaching from Academy managers who are invested in your success and training programs that help you excel, build new skills or take on additional responsibility.Continuously learn and advance your career goals through intentional career paths to the next best role.Use resources and innovative technologies to optimize the client experience.Confidently build relationships with clients by using a defined consultative questioning approach that will help you gain in-depth knowledge of clients’ financial life priorities and connect them to our solutions that meet their financial goals.Expand your business knowledge and network by partnering with experts in small business, lending and investments.Become an expert in using digital resources and technologies to optimize the client’s digital banking preferences.Process transactions accurately and efficiently to build client confidence and trust, based on established policies and procedures

As a Relationship Banker, you can look forward to
Ongoing professional development to deepen your skills and optimize your expertise as the industry evolves and changes.Resources and dedicated support to help you reach your full potential throughout your career.A benefits programs designed to meet the diverse needs of our employees at every stage of their life and help them plan for tomorrow.Progressive workplace practices and initiatives that promote inclusion.

We’re a culture that
Believes in responsible growth and has a proven dedication to supporting the communities we serve.Provides continuous training and developmental opportunities to help people achieve their goals, whatever their background or experience.Believes diversity makes us stronger, so we can reflect, connect to and meet the diverse needs of our clients and customers around the world.Is committed to advancing our tools, technology, and ways of working. We always put our clients first to meet their evolving needs.
Required skills:
Is an enthusiastic, highly motivated self-starter with a strong work ethic and intense focus on results, acting in the best interest of the client.Collaborates effectively to get things done, building and nurturing strong relationships.Displays passion, commitment and drive to deliver an experience that improves our clients’ financial lives.Is confident in identifying solutions for new and existing clients based on their needs.Communicates effectively and confidently, and is comfortable engaging all clients.Has the ability to learn and adapt to new information and technology platforms.Is confident in educating clients on how to conduct simple banking transactions through self-service technologies (for example, ATM, online banking, mobile banking).Applies strong critical thinking and problem-solving skills to meet clients’ needs.Will follow established processes and guidelines in daily activities to do what is right for clients and the bank, adhering to all applicable laws and regulations.Efficiently manages your time and capacity.Focuses on results, while acting in the best interest of the client.Can be flexible to work weekends and/or extended hours as needed.

Desired skills:
Experience in financial services and knowledge of financial services industry, products and solutions.One year of demonstrated successful sales experience in a salary plus incentive environment with individual sales goals.Six months of cash handling experience.Bachelor’s degree or business relevant associate degree such as business management, business administration, or finance.
Job Band:
H7
Shift:
1st shift (United States of America)
Hours Per Week:
40
Weekly Schedule:
Referral Bonus Amount:
500"
525,jk=120eb8d50d3cf718,Cashier,"Smashburger’s vision is to bring the joy of eating to everyone! That’s why we want Smashburger to be a SMASHING and rewarding experience for all of our employees. Our brand is committed to delivering an all-in better burger experience focused on fresh, quality ingredients in a cool, hip environment. We provide an exceptional guest experience that supports today’s busy modern lifestyle.
Smashburger Guest Service Expert Responsibilities
Greet guests with a smile! Responsible for welcoming new and repeat guests every visit
Be knowledgeable of all menu items so you can make meal suggestions and answer questions
Verify each guests order for accuracy, manage “to-go” orders, process POS transactions and follow cash handling procedures
Visit tables after food delivery to ensure guests have everything they need (refills, condiments, etc.) and that their experience has been perfect
Follow recipe and food safety standards to prepare and deliver shakes
Team work! Must be able to work with others on the line and communicate effectively with cooks and managers in a busy restaurant environment
Foster and value a safe work environment by following all personal and food safety and security standards
Have pride in keeping floors, counters, dining area and restrooms clean at all times
Ability to listen, communicate and work well with others in a busy restaurant environment
Values integrity and doing the right thing, even when no one is watching
Smashburger Guest Service Expert Requirements
Must be 16 years old
Physical ability to stand for extended periods of time and to move and lift boxes of food/ supplies up to 25 lbs.
Show up on time to work variable hours/days, including nights, weekends, and holidays
Must successfully complete our training program
Ability to follow all guidelines and procedures set forth by Smashburger, local, state, and federal employment regulations
Must be able to produce authorized U.S. work documents; Smashburger participates in E-verify
This position requires the individual to be vaccinated with at least one dose of COVID-19 Vaccine NYC Public mandate by September 13, 2021 unless the individual can prove a qualifying exemption.

INDFOH"
526,jk=b7e0bd4a10750df0,Childcare Specialist,"The Teacher's Aide will provide care for young children (ages 0 to 5). He/she is responsible for working on a team to assist with implementing daily, child-friendly programming. They must ensure the development and safety of these children in accordance with relevant federal, territorial and Band legislation and policies. The Teacher's Aide will be respectful of children and parents and ensure that equipment and facilities are clean, safe, and well maintained. The Teacher's Aide will have oversight of individual, group, and staff facilitated programming, which are intellectually stimulating and foster self-reliance and social responsibility. The salary is $15.91/hour

KEY ESSENTIAL FUNCTIONS:
1) Assists infants and toddlers with care needs (e.g. diapering, toilet training, feeding, turning over, sitting, standing, walking, etc.).
2) Determine the individualized needs of each child and provide specialized programming to foster physical, social, emotional development and cognitive skills and abilities.
3) Facilitate enhanced play between mothers and their children by modeling techniques and skills.
4) Maintain rooms and play areas to ensure clean, orderly, and safe conditions. Clean classroom toys, books, and equipment as needed.
5) Must be flexible and supportive to the needs of mothers and their children.
6) Help to enhance development and learning for children and mothers by contributing to curriculum planning.
7) Complete incident reports as needed and report to other management when Senior Childcare specialist is not on-site.
8) Support children who struggle with separation and who may have experienced complex traumatic stressors.
9) Record daily observations relating to children's behavior and activities.
10) Report daily progress to the Senior Childcare Specialist.
11) Maintain confidentiality and ensure it is enforced at all times.
12) Monitor children for signs of child abuse or maltreatment and reports of incidents must be given to the appropriate authorities.
13) Other duties as assigned by supervisor

REQUIREMENTS:
 HS Diploma/GED
 Must possess appropriate training and work or life experience in the area of child care.

*Acacia Network is an equal opportunity employer*"
